trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed;session;user;user_set
543.3;False;False;30.46;69.38;;;5.68;1;1;5;5
543.1;False;False;4.29;58.64;;;;0;1;5;5
578.2;False;False;14.97;42.03;;;;0;1;5;5
578.1;False;False;12.12;66.85;;;;0;1;5;5
542.1;False;False;36.6;60.71;;;9.34;1;1;5;5
542.4;False;False;125.61;165.3;14.45;50.1;19.98;1;1;5;5
561.1;False;True;10.03;7.67;;;;0;1;5;5
561.2;False;False;2.24;4.05;;;;0;1;5;5
541.1;False;False;143.28;155.46;8.0;35.03;8.0;2;1;5;5
541.2;False;False;45.92;187.3;;;13.64;7;1;5;5
574.1;False;False;9.17;14.94;;;;0;1;5;5
574.3;False;False;10.36;147.0;;;;0;1;5;5
576.1;False;False;51.07;67.86;;;12.28;2;1;5;5
576.4;False;False;13.55;40.9;;;;0;1;5;5
559.1;False;False;19.86;37.66;;;15.26;2;1;5;5
559.3;False;False;63.68;130.69;;;8.33;5;1;5;5
545.1;False;False;18.28;46.11;;;;0;1;5;5
545.2;False;False;7.44;60.55;;;;0;1;5;5
711.1;False;False;26.18;149.9;;;18.8;1;1;6;6
711.2;False;False;16.85;31.67;;;;0;1;6;6
714.2;False;False;11.89;444.5;;;;0;1;6;6
714.1;False;False;15.89;43.56;;;;0;1;6;6
704.4;False;False;9.23;27.03;;;;0;1;6;6
704.1;False;False;13.93;43.21;;;11.46;1;1;6;6
709.1;False;True;14.53;9.3;;;;0;1;6;6
709.4;False;False;103.69;184.36;26.52;103.92;26.52;2;1;6;6
706.1;False;False;17.9;45.21;;;;0;1;6;6
706.3;False;False;60.2;107.75;;;15.06;1;1;6;6
716.3;False;False;15.2;182.09;;;;0;1;6;6
716.1;False;False;34.73;62.05;;;15.46;1;1;6;6
692.1;False;False;15.42;35.93;;;;0;1;6;6
692.2;False;False;78.27;183.39;;;25.79;1;1;6;6
693.3;False;False;24.03;64.97;;;19.14;1;1;6;6
693.1;False;False;12.06;18.68;;;;0;1;6;6
701.2;False;False;22.94;446.14;;;;0;1;6;6
701.1;False;False;10.84;55.56;;;;0;1;6;6
690.3;False;True;17.0;12.81;;;;0;1;6;6
690.1;False;False;17.83;50.81;;;;0;1;6;6
707.2;False;False;177.29;228.11;37.47;125.87;15.11;3;1;6;6
707.1;False;False;18.22;201.3;;;;0;1;6;6
696.1;False;False;14.32;203.13;;;;0;1;6;6
696.2;False;False;32.93;53.44;;;20.58;1;1;6;6
688.2;False;False;15.37;19.2;;;;0;1;6;6
688.1;False;False;18.02;44.18;;;;0;1;6;6
705.1;False;False;14.62;288.59;;;;0;1;6;6
705.4;False;False;71.46;134.14;;;17.03;14;1;6;6
682.3;False;True;55.91;41.99;;;20.46;3;1;6;6
682.1;False;False;11.78;18.54;;;;0;1;6;6
678.3;False;True;16.47;15.81;;;;0;1;6;6
678.1;False;False;23.78;26.34;;;18.7;1;1;6;6
700.2;False;False;17.76;53.52;;;;0;1;6;6
700.1;False;False;13.78;18.79;;;;0;1;6;6
703.1;False;False;20.32;42.65;;;;0;1;6;6
703.3;False;False;14.34;93.19;;;;0;1;6;6
681.1;False;True;16.71;8.51;;;;0;1;6;6
681.2;False;False;15.35;36.31;;;;0;1;6;6
689.3;False;False;18.21;22.28;;;;0;1;6;6
689.1;False;False;10.08;41.2;;;;0;1;6;6
978.1;False;False;38.85;52.16;;;21.68;2;1;16;8
978.2;False;False;30.37;31.93;;;;0;1;16;8
968.2;False;False;29.71;36.41;;;14.91;1;1;16;8
968.1;False;False;37.51;37.52;;;34.88;2;1;16;8
954.3;False;False;51.32;52.14;;;19.18;1;1;16;8
954.1;False;True;54.45;54.34;;;11.53;2;1;16;8
977.1;False;False;33.34;52.05;;;30.23;1;1;16;8
977.3;False;False;41.43;126.17;;;12.44;1;1;16;8
955.1;False;False;17.99;35.44;;;16.26;1;1;16;8
955.2;False;False;57.51;66.39;;;34.56;2;1;16;8
972.1;False;False;3.13;13.93;;;;0;1;16;8
972.3;False;False;2.55;7.48;;;;0;1;16;8
950.1;False;True;60.51;57.52;;;13.02;2;1;16;8
950.3;False;False;7.91;220.76;;;;0;1;16;8
953.3;False;False;39.84;56.63;;;25.82;1;1;16;8
953.1;False;False;20.84;35.8;;;4.62;1;1;16;8
952.3;False;True;20.06;19.65;;;;0;1;16;8
952.1;False;False;17.7;24.47;;;;0;1;16;8
949.1;False;False;32.55;41.84;;;26.43;4;1;16;8
949.3;False;False;17.18;38.79;;;17.28;1;1;16;8
970.1;False;False;17.64;17.65;;;;0;1;16;8
970.2;False;False;14.46;32.83;;;;0;1;16;8
973.2;False;False;4.19;19.29;;;;0;1;16;8
973.1;False;False;14.73;16.71;;;;0;1;16;8
946.2;False;False;7.84;49.35;;;;0;1;16;8
946.1;False;False;13.88;19.38;;;;0;1;16;8
983.3;False;False;18.5;31.34;;;17.98;1;1;16;8
983.1;False;False;21.32;22.42;;;;0;1;16;8
981.1;False;False;27.05;43.6;;;18.67;1;1;16;8
981.3;False;False;35.02;37.33;;;33.31;1;1;16;8
948.1;False;True;55.53;40.64;;;17.07;2;1;16;8
948.3;False;True;112.46;38.13;;;;0;1;16;8
961.1;False;False;15.54;84.79;;;;0;1;16;8
961.2;False;False;14.93;52.77;;;;0;1;16;8
947.2;False;False;18.8;39.69;;;;0;1;16;8
947.1;False;False;34.29;46.99;;;19.28;2;1;16;8
951.2;False;False;38.96;95.63;;;14.53;1;1;16;8
951.1;False;False;8.11;40.26;;;;0;1;16;8
959.2;False;False;12.02;99.51;;;;0;1;16;8
959.1;False;False;18.4;86.6;;;;0;1;16;8
990.1;False;False;16.94;26.24;;;15.35;1;1;16;8
990.3;False;False;11.83;35.85;;;;0;1;16;8
967.1;False;False;27.57;40.35;;;;0;1;16;8
967.3;False;False;12.44;120.37;;;;0;1;16;8
984.1;False;False;29.67;33.14;;;22.38;1;1;16;8
984.2;False;False;12.74;33.4;;;10.55;1;1;16;8
966.1;False;False;19.41;46.03;;;9.57;1;1;16;8
966.2;False;False;8.83;60.83;;;;0;1;16;8
964.1;False;False;22.38;33.14;;;18.73;1;1;16;8
964.2;False;False;13.73;23.54;;;;0;1;16;8
985.3;False;False;1.08;31.42;;;;0;1;16;8
985.1;False;False;10.08;17.33;;;;0;1;16;8
960.1;False;False;8.84;51.53;;;;0;1;16;8
960.3;False;False;2.12;100.71;;;;0;1;16;8
957.1;False;False;28.72;147.44;;;7.54;1;1;16;8
957.3;False;False;6.94;99.85;;;;0;1;16;8
979.1;False;False;39.26;65.87;;;16.66;2;1;16;8
979.2;False;False;5.57;104.1;;;;0;1;16;8
956.1;False;False;19.88;43.59;;;17.83;1;1;16;8
956.2;False;False;9.2;51.93;;;;0;1;16;8
718.2;False;True;19.36;19.14;;;;0;1;14;6
718.1;False;False;22.33;31.36;;;;0;1;14;6
691.1;False;False;23.41;31.96;;;;0;1;14;6
691.2;False;False;24.59;33.51;;;;0;1;14;6
699.1;False;False;25.77;51.49;;;;0;1;14;6
699.2;False;False;25.67;52.63;;;;0;1;14;6
706.3;False;True;26.58;21.12;;;;0;1;14;6
706.1;False;False;28.51;37.04;;;27.33;1;1;14;6
697.3;False;False;25.51;27.46;;;;0;1;14;6
697.1;False;False;33.42;36.97;;;;0;1;14;6
711.1;False;True;33.81;29.01;;;;0;1;14;6
711.2;False;False;25.74;131.68;;;;0;1;14;6
698.3;False;True;35.31;24.82;;;;0;1;14;6
698.1;False;False;26.63;30.66;;;;0;1;14;6
712.3;False;False;31.87;34.97;;;;0;1;14;6
712.1;False;False;33.54;48.7;;;30.89;1;1;14;6
700.2;False;False;25.42;32.7;;;;0;1;14;6
700.1;False;True;26.12;25.12;;;;0;1;14;6
705.4;False;False;35.87;36.43;;;31.64;1;1;14;6
705.1;False;False;27.2;72.46;;;;0;1;14;6
681.1;False;False;27.42;53.1;;;24.32;1;1;14;6
681.2;False;True;26.85;26.33;;;25.44;1;1;14;6
682.3;False;False;22.69;26.22;;;;0;1;14;6
682.1;False;True;28.26;25.47;;;;0;1;14;6
690.1;False;False;28.19;33.7;;;;0;1;14;6
690.3;False;False;38.27;45.71;;;;0;1;14;6
679.1;False;False;36.86;40.32;;;35.55;1;1;14;6
679.4;False;False;28.0;44.45;;;;0;1;14;6
688.2;False;False;35.38;41.64;;;27.22;6;1;14;6
688.1;False;False;24.88;33.19;;;22.42;1;1;14;6
680.3;False;False;33.6;34.35;;;;0;1;14;6
680.1;False;False;41.58;52.09;;;33.59;3;1;14;6
683.3;False;False;24.82;25.39;;;;0;1;14;6
683.1;False;True;39.72;21.69;;;;0;1;14;6
716.3;False;True;35.38;22.9;;;;0;1;14;6
716.1;False;True;40.86;33.93;;;23.54;8;1;14;6
689.1;False;True;38.07;36.95;;;29.59;2;1;14;6
689.3;False;True;36.64;19.86;;;;0;1;14;6
687.1;False;True;73.49;35.17;;;16.06;3;1;14;6
687.3;False;False;33.67;45.49;;;32.15;1;1;14;6
693.1;False;True;51.55;50.7;;;33.23;3;1;14;6
693.3;False;False;48.11;71.5;;;34.94;1;1;14;6
692.2;False;False;85.5;120.04;;;49.69;2;1;14;6
692.1;False;True;35.39;32.87;;;31.01;1;1;14;6
720.4;False;True;62.06;13.4;;;;0;1;14;6
720.1;False;True;34.98;29.64;;;20.82;3;1;14;6
714.1;False;True;32.81;26.38;;;;0;1;14;6
714.2;False;True;41.66;40.18;;;33.59;1;1;14;6
703.3;False;False;29.98;36.63;;;;0;1;14;6
703.1;False;True;65.77;63.62;;;29.87;1;1;14;6
701.1;False;True;30.77;22.85;;;;0;1;14;6
701.2;False;False;29.04;133.97;;;;0;1;14;6
704.4;False;True;30.53;18.17;;;;0;1;14;6
704.1;False;False;27.58;35.32;;;24.81;1;1;14;6
708.1;False;True;33.63;33.32;;;26.6;3;1;14;6
708.2;False;False;31.06;33.44;;;29.79;1;1;14;6
678.3;False;True;31.32;29.13;;;;0;1;14;6
678.1;False;True;29.56;24.22;;;;0;1;14;6
709.4;False;True;39.52;23.3;;;;0;1;14;6
709.1;False;False;36.28;46.11;;;33.78;1;1;14;6
441.1;False;False;10.94;17.12;;;;0;1;21;4
441.2;False;False;6.48;20.53;;;;0;1;21;4
413.1;False;False;3.76;35.11;;;;0;1;21;4
413.3;False;False;8.68;11.1;;;;0;1;21;4
448.3;False;False;9.69;10.01;;;;0;1;21;4
448.1;False;True;10.51;8.69;;;;0;1;21;4
417.1;False;True;2.11;0.76;;;;0;1;21;4
417.2;False;False;10.39;81.33;;;;0;1;21;4
421.7;False;False;5.23;34.45;;;;0;1;21;4
421.1;False;False;9.68;25.73;;;;0;1;21;4
427.1;False;False;12.29;28.67;;;;0;1;21;4
427.3;False;False;6.48;63.17;;;;0;1;21;4
436.1;False;False;7.12;14.07;;;;0;1;21;4
436.3;False;False;1.47;98.97;;;;0;1;21;4
434.2;False;False;8.42;29.72;;;;0;1;21;4
434.1;False;False;10.07;43.22;;;;0;1;21;4
424.1;False;False;10.15;11.37;;;;0;1;21;4
424.2;False;False;9.57;53.26;;;;0;1;21;4
428.1;False;False;5.6;64.68;;;;0;1;21;4
428.3;False;False;7.83;18.84;;;;0;1;21;4
445.1;False;False;41.49;78.92;;;6.56;2;1;21;4
445.2;False;False;8.09;125.68;;;;0;1;21;4
420.3;False;False;5.99;11.33;;;;0;1;21;4
420.1;False;False;7.92;37.86;;;;0;1;21;4
411.1;False;False;44.85;53.02;;;10.06;1;1;21;4
411.5;False;False;9.66;27.88;;;;0;1;21;4
440.1;False;True;9.12;8.43;;;;0;1;21;4
440.3;False;False;6.91;48.71;;;;0;1;21;4
450.1;False;False;7.9;24.67;;;;0;1;21;4
450.2;False;False;9.21;55.65;;;;0;1;21;4
430.2;False;False;8.97;39.75;;;;0;1;21;4
430.1;False;True;9.7;8.19;;;;0;1;21;4
432.2;False;False;17.51;118.69;;;;0;1;21;4
432.1;False;False;17.61;40.6;;;;0;1;21;4
414.1;False;False;10.02;270.86;;;;0;1;21;4
414.3;False;False;9.92;91.92;;;;0;1;21;4
444.1;False;False;6.48;38.12;;;;0;1;21;4
444.4;False;False;15.74;44.79;;;;0;1;21;4
419.2;False;False;5.29;14.62;;;;0;1;21;4
419.1;False;False;5.87;38.52;;;;0;1;21;4
437.3;False;False;11.3;14.04;;;4.64;1;1;21;4
437.1;False;False;7.88;51.67;;;;0;1;21;4
447.3;False;False;7.28;12.36;;;;0;1;21;4
447.1;False;False;12.83;33.55;;;;0;1;21;4
423.3;False;False;39.3;42.97;;;1.02;1;1;21;4
423.1;False;False;4.94;59.87;;;;0;1;21;4
442.2;False;False;22.79;82.46;;;7.82;1;1;21;4
442.1;False;False;8.83;26.35;;;;0;1;21;4
429.1;False;False;9.45;10.87;;;;0;1;21;4
429.3;False;False;18.88;80.64;;;;0;1;21;4
407.1;False;False;2.31;3.98;;;;0;1;21;4
407.3;True;False;;;;;;0;1;21;4
408.2;False;False;7.91;24.11;;;;0;1;21;4
408.1;False;False;9.71;31.09;;;;0;1;21;4
425.1;False;False;8.67;41.78;;;;0;1;21;4
425.3;False;False;14.65;46.69;;;;0;1;21;4
426.4;False;False;4.72;6.41;;;;0;1;21;4
426.1;False;False;43.64;57.1;;;;0;1;21;4
431.1;False;False;5.02;35.9;;;;0;1;21;4
431.2;False;False;17.59;20.09;;;;0;1;21;4
851.1;False;False;22.44;197.37;;;;0;1;23;7
851.3;False;False;31.21;37.63;;;28.6;1;1;23;7
818.2;False;True;53.27;31.4;;;12.84;2;1;23;7
818.1;False;True;37.52;32.68;;;20.19;2;1;23;7
840.1;False;True;29.99;7.78;;;;0;1;23;7
840.2;False;False;38.87;46.58;;;;0;1;23;7
815.3;False;True;86.41;64.77;;;16.38;1;1;23;7
815.1;False;False;33.61;839.25;;;;0;1;23;7
842.1;False;True;60.27;38.56;;;18.23;1;1;23;7
842.2;False;False;36.01;36.25;;;;0;1;23;7
831.2;False;True;25.8;23.0;;;;0;1;23;7
831.1;False;False;30.42;30.76;;;;0;1;23;7
855.1;False;True;112.57;103.6;20.52;19.54;22.01;1;1;23;7
855.2;False;True;39.42;27.87;;;18.53;1;1;23;7
852.1;False;True;33.84;28.03;;;;0;1;23;7
852.2;False;False;38.43;40.26;;;;0;1;23;7
847.3;False;False;23.12;25.94;;;;0;1;23;7
847.1;False;False;33.62;36.44;;;;0;1;23;7
839.2;False;False;71.04;71.63;;;34.01;4;1;23;7
839.1;False;True;39.29;22.5;;;;0;1;23;7
828.1;False;True;28.88;28.43;;;;0;1;23;7
828.2;False;False;28.89;29.21;;;;0;1;23;7
820.1;False;True;30.43;20.07;;;;0;1;23;7
820.3;False;False;40.47;41.83;;;;0;1;23;7
837.1;False;True;29.71;24.75;;;;0;1;23;7
837.2;False;False;32.23;52.48;;;;0;1;23;7
843.1;False;True;64.8;49.31;;;26.68;1;1;23;7
843.2;False;True;39.48;24.06;;;;0;1;23;7
834.1;False;True;36.49;21.34;;;;0;1;23;7
834.2;False;False;35.89;61.19;;;;0;1;23;7
816.1;False;True;29.03;22.56;;;;0;1;23;7
816.2;False;False;44.06;132.41;;;27.46;2;1;23;7
841.1;False;True;37.93;20.98;;;;0;1;23;7
841.3;False;True;32.86;32.26;;;;0;1;23;7
812.1;False;True;87.6;63.91;;;10.2;1;1;23;7
812.2;False;False;35.66;36.22;;;;0;1;23;7
836.1;False;True;38.46;23.89;;;;0;1;23;7
836.3;False;True;79.63;55.65;;;16.5;2;1;23;7
844.1;False;False;27.9;29.48;;;;0;1;23;7
844.3;False;True;42.94;17.8;;;;0;1;23;7
824.3;False;True;36.78;10.51;;;;0;1;23;7
824.1;False;True;31.98;27.47;;;;0;1;23;7
811.3;False;True;74.09;43.27;;;16.09;1;1;23;7
811.1;False;True;49.17;33.08;;;29.13;1;1;23;7
829.1;False;False;26.65;35.89;;;;0;1;23;7
829.3;False;False;24.49;29.42;;;;0;1;23;7
819.2;False;False;25.13;31.66;;;;0;1;23;7
819.1;False;True;30.19;24.79;;;22.67;1;1;23;7
827.1;False;True;37.45;32.92;;;27.17;1;1;23;7
827.2;False;False;29.15;144.89;;;;0;1;23;7
848.1;False;True;32.55;26.36;;;;0;1;23;7
848.3;False;False;32.21;36.41;;;;0;1;23;7
845.2;False;True;33.43;21.32;;;;0;1;23;7
845.1;False;False;19.37;34.03;;;;0;1;23;7
850.2;False;False;39.15;45.94;;;30.11;1;1;23;7
850.1;False;False;28.4;29.45;;;;0;1;23;7
832.1;False;True;61.49;53.71;;;26.79;1;1;23;7
832.2;False;True;35.81;20.97;;;;0;1;23;7
838.2;False;False;24.22;35.51;;;;0;1;23;7
838.1;False;True;36.76;27.69;;;;0;1;23;7
964.2;False;False;30.62;32.48;;;;0;1;15;8
964.1;False;False;13.05;56.46;;;;0;1;15;8
946.2;False;False;14.66;30.69;;;;0;1;15;8
946.1;False;True;13.54;13.12;;;;0;1;15;8
956.1;False;False;23.2;25.35;;;;0;1;15;8
956.2;False;False;30.48;31.12;;;29.45;1;1;15;8
951.2;False;False;15.96;20.16;;;;0;1;15;8
951.1;False;False;13.89;25.32;;;;0;1;15;8
985.1;False;True;37.74;25.14;;;;0;1;15;8
985.3;False;True;21.49;18.43;;;;0;1;15;8
948.3;False;False;14.45;336.75;;;;0;1;15;8
948.1;False;False;4.61;11.54;;;;0;1;15;8
967.3;False;True;20.11;17.98;;;;0;1;15;8
967.1;False;False;25.91;44.83;;;23.81;1;1;15;8
961.1;False;False;16.42;21.15;;;;0;1;15;8
961.2;False;True;37.32;26.0;;;23.56;1;1;15;8
958.3;False;True;11.27;3.23;;;;0;1;15;8
958.1;False;False;14.55;20.05;;;;0;1;15;8
976.1;False;True;39.91;14.42;;;;0;1;15;8
976.2;False;False;10.16;293.94;;;;0;1;15;8
954.1;False;True;35.15;8.11;;;;0;1;15;8
954.3;False;False;16.45;33.55;;;;0;1;15;8
963.1;False;True;11.87;7.45;;;;0;1;15;8
963.2;False;True;25.72;24.3;;;;0;1;15;8
979.2;False;True;40.51;18.36;;;;0;1;15;8
979.1;False;False;20.16;51.97;;;;0;1;15;8
969.3;False;True;5.83;2.92;;;;0;1;15;8
969.1;False;False;30.39;35.21;;;;0;1;15;8
977.3;False;True;35.29;14.09;;;;0;1;15;8
977.1;False;False;32.68;39.78;;;;0;1;15;8
962.1;False;True;30.82;27.98;;;;0;1;15;8
962.4;False;False;35.06;39.29;;;;0;1;15;8
986.1;False;True;26.27;22.43;;;;0;1;15;8
986.2;False;True;31.64;24.63;;;;0;1;15;8
989.2;False;True;37.84;34.29;;;;0;1;15;8
989.1;False;False;37.35;44.27;;;;0;1;15;8
972.3;False;False;13.52;380.42;;;;0;1;15;8
972.1;False;True;11.3;9.48;;;;0;1;15;8
975.1;False;True;31.25;5.72;;;;0;1;15;8
975.3;False;True;20.14;11.02;;;;0;1;15;8
965.1;False;False;10.64;14.38;;;;0;1;15;8
965.2;False;False;25.04;202.73;;;;0;1;15;8
984.1;False;True;40.94;28.02;;;21.34;4;1;15;8
984.2;False;True;16.48;6.7;;;;0;1;15;8
978.1;False;True;34.91;29.26;;;28.1;1;1;15;8
978.2;False;True;39.41;25.95;;;;0;1;15;8
952.3;False;False;32.24;40.93;;;;0;1;15;8
952.1;False;True;28.35;25.04;;;;0;1;15;8
968.1;False;False;11.82;13.76;;;;0;1;15;8
968.2;False;False;30.91;32.77;;;;0;1;15;8
957.3;False;False;8.4;10.92;;;;0;1;15;8
957.1;False;True;13.91;10.97;;;;0;1;15;8
974.2;False;False;13.44;21.76;;;;0;1;15;8
974.1;False;False;33.89;42.01;;;;0;1;15;8
955.2;False;False;21.0;30.01;;;;0;1;15;8
955.1;False;True;49.96;41.17;;;;0;1;15;8
947.1;False;False;25.3;25.35;;;;0;1;15;8
947.2;False;False;13.37;35.59;;;;0;1;15;8
966.2;False;True;28.65;8.09;;;;0;1;15;8
966.1;False;True;13.53;11.25;;;;0;1;15;8
302.1;False;False;84.52;93.03;;;20.51;1;1;18;3
302.2;False;False;31.8;56.77;;;;0;1;18;3
278.1;False;False;16.07;21.31;;;;0;1;18;3
278.2;False;False;18.36;47.64;;;;0;1;18;3
306.1;False;True;42.36;35.86;;;10.15;1;1;18;3
306.2;False;False;32.56;37.41;;;29.44;1;1;18;3
275.2;False;False;18.39;20.14;;;;0;1;18;3
275.1;False;True;141.85;134.17;13.91;9.95;9.95;1;1;18;3
294.1;False;False;19.83;22.05;;;;0;1;18;3
294.2;False;False;25.5;45.06;;;;0;1;18;3
276.2;False;False;21.01;331.98;;;;0;1;18;3
276.1;False;False;19.64;24.09;;;;0;1;18;3
307.1;False;False;19.08;26.48;;;;0;1;18;3
307.2;False;False;17.05;100.66;;;;0;1;18;3
291.1;False;False;13.52;54.24;;;;0;1;18;3
291.2;False;False;24.6;44.43;;;;0;1;18;3
315.2;False;True;22.96;17.65;;;;0;1;18;3
315.1;False;False;25.26;139.17;;;;0;1;18;3
286.2;False;False;20.18;65.22;;;;0;1;18;3
286.1;False;False;14.77;20.02;;;;0;1;18;3
299.1;False;True;18.31;18.18;;;;0;1;18;3
299.2;False;True;13.56;8.77;;;;0;1;18;3
274.1;False;False;22.27;25.79;;;;0;1;18;3
274.2;False;False;25.0;128.25;;;;0;1;18;3
289.2;False;True;24.29;13.02;;;;0;1;18;3
289.1;False;True;19.87;19.49;;;;0;1;18;3
304.1;False;True;20.8;12.19;;;;0;1;18;3
304.2;False;False;5.36;58.45;;;;0;1;18;3
297.1;False;False;13.9;20.1;;;;0;1;18;3
297.2;False;False;15.4;37.02;;;;0;1;18;3
272.2;False;True;24.3;19.08;;;18.83;1;1;18;3
272.1;False;False;19.22;26.3;;;;0;1;18;3
313.2;False;True;18.48;12.34;;;;0;1;18;3
313.1;False;False;22.23;122.93;;;;0;1;18;3
300.1;False;False;7.31;20.91;;;;0;1;18;3
300.2;False;True;19.25;8.43;;;;0;1;18;3
288.1;False;False;23.8;25.32;;;;0;1;18;3
288.2;False;False;24.38;75.17;;;;0;1;18;3
273.1;False;False;23.17;26.62;;;;0;1;18;3
273.3;False;True;11.48;6.7;;;;0;1;18;3
303.2;False;False;11.18;17.89;;;;0;1;18;3
303.1;False;True;23.41;22.04;;;14.39;3;1;18;3
314.2;False;False;18.84;20.9;;;;0;1;18;3
314.1;False;False;15.87;52.76;;;;0;1;18;3
290.1;False;False;16.41;41.06;;;;0;1;18;3
290.2;False;False;259.55;357.67;18.21;116.28;18.21;1;1;18;3
292.2;True;False;282.87;284.26;166.11;167.73;;0;1;18;3
292.1;False;True;16.13;13.21;;;;0;1;18;3
271.1;False;False;13.27;14.58;;;;0;1;18;3
271.3;False;False;21.65;52.55;;;;0;1;18;3
277.2;False;True;19.01;14.61;;;;0;1;18;3
277.1;False;False;10.1;21.92;;;;0;1;18;3
282.1;False;True;15.68;10.33;;;;0;1;18;3
282.2;False;False;16.36;18.42;;;;0;1;18;3
310.2;False;True;22.69;20.6;;;;0;1;18;3
310.1;False;False;22.97;144.96;;;;0;1;18;3
279.1;False;False;15.43;34.63;;;;0;1;18;3
279.2;False;True;28.17;12.07;;;;0;1;18;3
285.1;False;False;13.5;34.17;;;;0;1;18;3
285.2;False;False;8.56;323.61;;;;0;1;18;3
708.2;False;False;21.89;23.04;;;;0;1;26;6
708.1;False;False;19.78;30.91;;;;0;1;26;6
696.1;False;True;28.34;23.11;;;19.87;1;1;26;6
696.2;False;True;24.22;18.46;;;;0;1;26;6
709.4;False;False;11.65;14.0;;;;0;1;26;6
709.1;False;False;22.1;37.45;;;;0;1;26;6
699.2;False;False;23.01;30.37;;;21.51;1;1;26;6
699.1;False;False;26.44;41.9;;;;0;1;26;6
718.1;False;False;20.03;31.33;;;;0;1;26;6
718.2;False;True;29.45;26.42;;;23.05;2;1;26;6
716.1;False;False;20.27;25.06;;;;0;1;26;6
716.3;False;False;40.6;75.75;;;21.55;1;1;26;6
701.1;False;False;16.97;431.06;;;;0;1;26;6
701.2;False;True;20.61;14.38;;;;0;1;26;6
710.3;False;True;18.81;17.88;;;;0;1;26;6
710.1;False;False;29.73;124.63;;;;0;1;26;6
691.2;False;False;18.51;30.14;;;;0;1;26;6
691.1;False;False;24.86;67.37;;;;0;1;26;6
705.1;False;False;27.81;72.66;;;;0;1;26;6
705.4;False;False;25.31;83.75;;;;0;1;26;6
704.1;False;False;19.65;36.68;;;;0;1;26;6
704.4;False;False;126.24;176.5;12.54;59.42;15.98;1;1;26;6
703.3;False;True;22.29;19.48;;;;0;1;26;6
703.1;False;False;22.05;76.55;;;;0;1;26;6
697.3;False;True;28.58;14.63;;;;0;1;26;6
697.1;False;False;52.12;1139.05;;;35.38;1;1;26;6
698.3;False;False;26.03;26.73;;;;0;1;26;6
698.1;False;True;28.05;25.81;;;;0;1;26;6
682.3;False;False;18.62;28.34;;;;0;1;26;6
682.1;False;False;16.15;29.16;;;;0;1;26;6
690.1;False;False;25.43;32.94;;;;0;1;26;6
690.3;False;False;15.26;33.45;;;;0;1;26;6
714.2;False;True;87.2;85.2;;;16.53;1;1;26;6
714.1;False;True;26.83;23.15;;;21.34;1;1;26;6
706.3;False;False;10.18;383.93;;;;0;1;26;6
706.1;False;False;17.44;33.02;;;;0;1;26;6
689.1;False;False;25.24;27.26;;;;0;1;26;6
689.3;False;False;27.25;58.04;;;;0;1;26;6
702.1;False;False;16.42;19.21;;;;0;1;26;6
702.3;False;False;36.86;52.57;;;;0;1;26;6
688.2;False;True;34.63;28.07;;;;0;1;26;6
688.1;False;False;26.89;27.02;;;;0;1;26;6
685.2;False;False;19.58;41.97;;;;0;1;26;6
685.1;False;True;70.04;62.42;;;22.5;1;1;26;6
676.1;False;False;20.6;21.06;;;;0;1;26;6
676.3;False;False;17.76;108.42;;;;0;1;26;6
700.1;False;True;25.72;21.56;;;;0;1;26;6
700.2;False;False;25.15;106.77;;;;0;1;26;6
687.1;False;True;35.08;26.46;;;;0;1;26;6
687.3;False;False;16.99;34.0;;;;0;1;26;6
679.4;False;False;22.45;29.9;;;;0;1;26;6
679.1;False;True;30.96;26.68;;;;0;1;26;6
686.3;False;True;42.69;22.86;;;20.64;1;1;26;6
686.1;False;False;39.08;109.64;;;;0;1;26;6
712.1;False;False;26.37;41.08;;;;0;1;26;6
712.3;False;True;29.06;15.29;;;;0;1;26;6
692.2;False;False;53.7;482.23;;;;0;1;26;6
692.1;False;True;28.81;27.34;;;25.16;1;1;26;6
713.4;False;True;51.8;30.44;;;;0;1;26;6
713.1;False;False;27.97;38.19;;;;0;1;26;6
431.1;False;True;12.36;12.27;;;;0;1;22;4
431.2;False;False;10.91;55.77;;;;0;1;22;4
413.1;False;False;11.36;20.81;;;10.8;1;1;22;4
413.3;False;False;7.83;9.7;;;;0;1;22;4
417.2;False;False;6.78;44.38;;;;0;1;22;4
417.1;False;True;4.4;4.23;;;;0;1;22;4
427.3;False;False;8.7;14.18;;;7.4;1;1;22;4
427.1;False;False;9.11;50.49;;;;0;1;22;4
432.2;False;False;10.47;45.04;;;8.45;1;1;22;4
432.1;False;False;6.99;40.24;;;;0;1;22;4
434.1;False;False;13.09;26.2;;;;0;1;22;4
434.2;False;False;19.09;45.81;;;;0;1;22;4
429.3;False;False;11.26;29.31;;;;0;1;22;4
429.1;False;False;22.3;38.94;;;;0;1;22;4
420.3;False;False;6.47;12.26;;;;0;1;22;4
420.1;False;False;15.62;33.59;;;;0;1;22;4
430.2;False;False;22.44;27.36;;;;0;1;22;4
430.1;False;True;24.43;16.29;;;;0;1;22;4
418.6;False;False;18.47;30.64;;;;0;1;22;4
418.1;False;False;29.12;60.69;;;20.76;2;1;22;4
410.2;False;False;36.99;45.52;;;15.79;3;1;22;4
410.1;False;False;21.95;34.67;;;;0;1;22;4
